DATE,AQI,LEVEL,PM2.5,PM10,SO2,CO,NO2,O3_8h,KEY_POLLUTANT,WEATHER1,WEATHER2,TEMPERATURE1,TEMPERATURE2,RAIN,WEATHER,TEMP_MEAN,TEMP_RANGE,HUMIDITY_MEAN,HUMIDITY_MIN,HUMIDITY_MAX,PRESSURE,WINDSPEED_MEAN,WINDSPEED_MIN,WINDSPEED_MAX
2015-01-01,68,"Good",48,86,21,1,43,103,"PM10","Clear","Clear",19,6,0,1,12.5,13,39.687500,21,62,1023.178333,12.541667,0,25
2015-01-02,73,"Good",53,97,19,1.2,62,81,"NO2","Clear","Clear",20,7,0,1,13.5,13,42.187500,21,72,1022.907917,3.479167,0,11
2015-01-03,133,"Slightly polluted",101,154,29,1.7,96,101,"PM2.5","Clear","Clear",21,8,0,1,14.5,13,66.250000,40,88,1019.975833,2.229167,0,7
2015-01-04,91,"Good",68,107,23,1.5,85,70,"NO2","Cloudy","Cloudy",23,14,0,2,18.5,9,69.187500,46,87,1014.735833,4.125000,0,11
2015-01-05,81,"Good",60,88,28,1.4,78,25,"NO2","Overcast","Overcast",23,17,0,2,20,6,78.895833,69,88,1011.741250,1.833333,0,7
2015-01-06,110,"Slightly polluted",83,114,21,1.6,84,42,"PM2.5","Light rain","Light rain",24,14,1,3,19,10,85.354167,69,100,1012.511042,5.791667,0,25
2015-01-07,60,"Good",43,60,16,1.8,36,24,"PM2.5","Cloudy","Cloudy",17,10,0,2,13.5,7,71.354167,63,82,1019.412500,20.437500,11,29
2015-01-08,61,"Good",44,61,18,1.4,33,92,"PM2.5","Cloudy","Clear",18,6,0,2,12,12,48.416667,28,71,1024.240000,15.020833,0,29
2015-01-09,77,"Good",56,73,22,1.3,50,77,"PM2.5","Cloudy","Cloudy",19,10,0,2,14.5,9,48.020833,34,67,1023.553333,8.208333,0,18
2015-01-10,78,"Good",57,79,24,1.2,54,85,"PM2.5","Cloudy","Cloudy",19,11,0,2,15,8,47.229167,28,67,1022.075833,10.479167,0,29
2015-01-11,74,"Good",54,68,14,1.2,45,41,"PM2.5","Light rain","Light rain",17,9,1,3,13,8,69.333333,52,88,1021.492500,10.208333,0,22
2015-01-12,46,"Excellent",32,43,5,1.2,39,29,"NO2","Moderate to heavy rain","Moderate rain",12,9,1,4,10.5,3,92.875000,82,100,1021.388333,11.937500,7,22
2015-01-13,22,"Excellent",13,22,5,1.2,37,41,"","Light rain","Cloudy",15,7,1,3,11,8,84.062500,67,94,1020.388333,13.104167,4,22
2015-01-14,36,"Excellent",23,36,9,1,37,66,"","Clear","Clear",19,6,0,1,12.5,13,67.5,45,87,1021.346667,16.312500,7,32
2015-01-15,60,"Good",43,62,10,0.9,54,69,"NO2","Clear","Clear",19,5,0,1,12,14,63.625000,40,88,1021.555000,7.229167,0,18
2015-01-16,83,"Good",61,98,18,1.3,71,70,"NO2","Clear","Clear",20,8,0,1,14,12,63.687500,33,93,1021.118125,7.5,0,22
2015-01-17,67,"Good",48,68,15,0.9,55,85,"NO2","Cloudy","Clear",19,8,0,2,13.5,11,46.312500,30,77,1022.367292,11.145833,0,22
2015-01-18,100,"Good",75,101,23,1.1,58,95,"PM2.5","Clear","Clear",20,8,0,1,14,12,54.729167,35,82,1022.241250,10.062500,0,22
2015-01-19,88,"Good",66,95,20,1.1,60,98,"PM2.5","Clear","Clear",20,7,0,1,13.5,13,39.583333,23,77,1020.765208,8.270833,0,25
2015-01-20,176,"Medially polluted",133,180,37,2.1,145,97,"PM2.5","Clear","Cloudy",21,10,0,2,15.5,11,62.958333,29,87,1018.808750,3.395833,0,7
2015-01-21,163,"Medially polluted",124,158,33,1.9,120,104,"PM2.5","Fog","Fog",22,9,0,2,15.5,13,60.375000,31,94,1018.912917,7.520833,0,18
2015-01-22,79,"Good",58,83,19,1.2,75,100,"NO2","Clear","Clear",22,7,0,1,14.5,15,50.333333,20,82,1019.391667,6,0,14
2015-01-23,87,"Good",64,96,31,1.1,91,105,"NO2","Clear","Cloudy",23,10,0,2,16.5,13,56.291667,22,82,1017.706875,7.145833,0,22
2015-01-24,98,"Good",74,103,28,1.1,90,87,"NO2","Light rain","Cloudy",21,14,1,3,17.5,7,69.666667,55,83,1016.626875,5.145833,0,11
2015-01-25,92,"Good",69,92,23,1.2,71,51,"NO2","Cloudy","Cloudy",23,15,0,2,19,8,83.250000,65,94,1016.315000,5.583333,0,11
2015-01-26,92,"Good",68,87,22,1.2,69,42,"PM2.5","Cloudy","Cloudy",25,14,0,2,19.5,11,82.083333,61,100,1016.044167,6.145833,0,14
2015-01-27,87,"Good",65,83,22,1.1,68,46,"NO2,PM2.5","Cloudy","Cloudy",24,14,0,2,19,10,80.520833,57,100,1015.213125,4.333333,0,11
2015-01-28,68,"Good",49,69,14,1,56,78,"NO2","Cloudy","Cloudy",21,13,0,2,17,8,75.916667,60,88,1015.523750,7.687500,0,14
2015-01-29,71,"Good",52,83,19,1,67,82,"NO2","Cloudy","Overcast",21,12,0,2,16.5,9,67.125000,50,82,1017.126667,9.645833,0,25
2015-01-30,51,"Good",33,52,13,1.2,40,43,"PM10","Overcast","Cloudy",17,8,0,2,12.5,9,64.541667,48,77,1021.015000,17.770833,7,25
2015-01-31,51,"Good",36,51,12,1,38,33,"PM2.5","Cloudy","Cloudy",17,9,0,2,13,8,64.395833,55,76,1024.633958,12.812500,4,22
2015-02-01,58,"Good",41,59,11,1,41,59,"PM2.5","Cloudy","Cloudy",17,10,0,2,13.5,7,60.812500,48,71,1025.069375,11.229167,0,18
2015-02-02,73,"Good",54,79,14,1.2,61,74,"NO2","Clear","Cloudy",19,11,0,2,15,8,62.187500,43,82,1023.655833,5.562500,0,11
2015-02-03,106,"Slightly polluted",80,106,22,1.4,80,56,"PM2.5","Cloudy","Cloudy",21,12,0,2,16.5,9,66.062500,49,82,1022.596667,8.645833,0,18
2015-02-04,68,"Good",49,62,12,1.3,42,28,"PM2.5","Cloudy","Overcast",19,9,0,2,14,10,67.875000,63,77,1022.970833,17.020833,7,22
2015-02-05,58,"Good",42,53,9,1.1,25,63,"PM2.5","Overcast","Cloudy",14,7,0,2,10.5,7,56.458333,39,71,1024.820625,20.645833,11,29
2015-02-06,116,"Slightly polluted",88,111,26,1.1,51,60,"PM2.5","Cloudy","Cloudy",17,8,0,2,12.5,9,46.416667,34,63,1023.010417,9.375000,0,18
2015-02-07,129,"Slightly polluted",98,129,26,1.4,70,41,"PM2.5","Cloudy","Cloudy",17,10,0,2,13.5,7,61.895833,48,76,1020.430417,7.895833,0,18
2015-02-08,88,"Good",65,86,18,1,41,105,"PM2.5","Cloudy","Clear",18,7,0,2,12.5,11,38.562500,24,54,1022.492083,16.083333,0,36
2015-02-09,96,"Good",72,94,21,1.1,59,117,"PM2.5","Clear","Clear",18,6,0,1,12,12,42.583333,26,62,1023.177917,7.687500,0,14
2015-02-10,124,"Slightly polluted",94,126,24,1.2,79,119,"PM2.5","Clear","Cloudy",19,9,0,2,14,10,52.270833,35,76,1019.746667,5.062500,0,11
2015-02-11,144,"Slightly polluted",110,142,26,1.4,87,70,"PM2.5","Cloudy","Cloudy",20,9,0,2,14.5,11,54.875000,39,72,1016.877500,6.750000,0,14
2015-02-12,147,"Slightly polluted",113,141,15,1.4,73,108,"PM2.5","Fog","Fog",22,9,0,2,15.5,13,56.270833,22,88,1016.251667,5.541667,0,11
2015-02-13,95,"Good",71,99,16,1.4,95,106,"NO2","Fog","Cloudy",24,12,0,2,18,12,55.604167,27,82,1015.877500,4.5,0,7
2015-02-14,85,"Good",63,91,19,1.2,88,94,"NO2","Overcast","Light rain",22,16,1,3,19,6,53.875000,38,77,1014.380000,5.250000,0,14
2015-02-15,102,"Slightly polluted",77,98,6,1.3,60,37,"PM2.5","Light rain","Cloudy",22,15,1,3,18.5,7,87.895833,56,94,1014.338958,5.562500,0,11
2015-02-16,64,"Good",46,65,3,1.3,44,46,"PM2.5","Cloudy","Cloudy",25,15,0,2,20,10,90.104167,69,100,1014.733958,5.291667,0,11
2015-02-17,54,"Good",38,52,4,1,40,74,"PM2.5","Cloudy","Cloudy",23,14,0,2,18.5,9,81.875000,54,100,1013.944375,5.270833,0,11
2015-02-18,67,"Good",48,71,7,1,38,98,"PM2.5","Cloudy","Cloudy",24,15,0,2,19.5,9,73.957447,53,88,1016.147447,6.148936,0,11
2015-02-19,84,"Good",62,95,12,1,28,96,"PM2.5","Light rain","Overcast",22,16,1,3,19,6,71.083333,53,88,1017.063958,7.916667,0,18
2015-02-20,51,"Good",36,53,5,0.8,22,81,"","Light rain","Light rain",22,17,1,3,19.5,5,74.916667,61,88,1015.255208,9.145833,0,18
2015-02-21,49,"Excellent",33,49,4,0.8,30,61,"","Light rain","Light rain",22,17,1,3,19.5,5,84.937500,73,100,1012.615000,4.604167,0,11
2015-02-22,42,"Excellent",29,41,5,0.8,32,48,"","Light rain","Slight to moderate rain",24,18,1,4,21,6,88.250000,65,100,1013.134583,6.375000,0,14
2015-02-23,28,"Excellent",18,28,3,0.8,34,23,"","Moderate rain","Slight to moderate rain",23,19,1,4,21,4,92.395833,83,100,1012.261250,5.645833,0,14
2015-02-24,35,"Excellent",24,35,4,0.9,32,36,"","Shower","Overcast",23,18,1,3,20.5,5,87.729167,69,100,1011.054167,10.937500,0,22
2015-02-25,32,"Excellent",23,32,4,0.9,28,42,"","Overcast","Overcast",27,19,0,2,23,8,82.729167,69,94,1010.679167,12.312500,4,25
2015-02-26,36,"Excellent",23,36,7,0.8,32,42,"","Cloudy","Overcast",26,20,0,2,23,6,79.416667,61,94,1011.075000,11.145833,0,22
2015-02-27,31,"Excellent",19,31,6,0.8,34,46,"","Cloudy","Overcast",25,19,0,2,22,6,79.5,69,94,1011.866667,13,0,29
2015-02-28,36,"Excellent",23,36,7,0.8,37,49,"","Overcast","Light rain",25,13,1,3,19,12,79.062500,69,88,1013.986875,10.166667,0,32
2015-03-01,23,"Excellent",10,17,4,0.9,23,46,"","Overcast","Cloudy",17,13,0,2,15,4,65.458333,52,88,1019.641458,19,11,25
2015-03-02,46,"Excellent",32,46,10,1,48,31,"NO2","Cloudy","Overcast",20,14,0,2,17,6,67.5,59,82,1014.443542,6.833333,0,14
2015-03-03,44,"Excellent",31,40,8,1.1,49,20,"NO2","Light rain","Light rain",18,12,1,3,15,6,90.229167,82,100,1010.658333,10.020833,0,25
2015-03-04,18,"Excellent",11,17,6,0.9,30,36,"","Light rain","Light rain",15,11,1,3,13,4,88.833333,77,100,1014.007292,9.291667,4,18
2015-03-05,25,"Excellent",16,25,4,1.1,33,9,"","Light rain","Light rain",17,14,1,3,15.5,3,96.5,94,100,1014.215000,6.604167,0,11
2015-03-06,17,"Excellent",10,17,3,0.9,28,9,"","Light rain","Overcast",16,11,1,3,13.5,5,94.375000,88,100,1016.044167,8,0,14
2015-03-07,38,"Excellent",24,38,5,1,36,10,"","Overcast","Overcast",18,14,0,2,16,4,84.750000,72,94,1016.459792,5.145833,0,11
2015-03-08,90,"Good",67,111,16,1.5,64,26,"PM2.5","Cloudy","Overcast",22,16,0,2,19,6,84.729167,73,94,1015.232083,3.395833,0,11
2015-03-09,89,"Good",67,93,16,1.6,59,15,"PM2.5","Overcast","Overcast",21,15,0,2,18,6,81.645833,68,94,1016.647708,8.583333,0,25
2015-03-10,40,"Excellent",28,36,5,0.9,34,21,"","Light rain","Light rain",19,13,1,3,16,6,84.812500,73,100,1020.263333,11.937500,7,18
2015-03-11,31,"Excellent",22,31,5,0.9,34,13,"","Light rain","Light rain",17,13,1,3,15,4,88.521739,82,100,1020.593043,9.434783,4,18
2015-03-12,26,"Excellent",15,26,6,1,38,13,"","Light rain","Cloudy",16,13,1,3,14.5,3,86.458333,72,94,1019.225833,6.312500,0,14
2015-03-13,48,"Excellent",33,48,15,1.1,49,13,"NO2","Cloudy","Cloudy",21,16,0,2,18.5,5,86.125000,73,94,1016.814583,5.333333,0,11
2015-03-14,76,"Good",56,82,18,1.4,74,18,"NO2","Cloudy","Overcast",22,18,0,2,20,4,88.770833,78,94,1015.877500,2.875000,0,11
2015-03-15,66,"Good",47,69,16,1.3,63,13,"NO2","Overcast","Overcast",25,20,0,2,22.5,5,92.520833,83,100,1013.320417,5.583333,0,18
2015-03-16,53,"Good",37,54,15,1,54,21,"NO2","Overcast","Overcast",25,20,0,2,22.5,5,86.125000,74,94,1012.364167,9.937500,4,18
2015-03-17,42,"Excellent",28,42,10,0.7,45,26,"NO2","Overcast","Overcast",27,21,0,2,24,6,85.562500,78,94,1009.452292,12.854167,4,22
2015-03-18,48,"Excellent",31,48,11,0.7,47,34,"NO2","Overcast","Overcast",26,21,0,2,23.5,5,85.020833,74,94,1007.975417,11.395833,0,22
2015-03-19,52,"Good",35,55,11,0.8,47,56,"NO2","Cloudy","Cloudy",27,20,0,2,23.5,7,82.958333,58,94,1009.991667,8.625000,0,18
2015-03-20,51,"Good",33,52,9,0.7,43,93,"NO2","Cloudy","Cloudy",28,20,0,2,24,8,74.479167,51,100,1012.489375,6.875000,0,14
2015-03-21,67,"Good",49,74,14,1.2,53,48,"NO2,PM2.5","Cloudy","Overcast",26,20,0,2,23,6,71.166667,61,88,1014.588542,11.687500,0,25
2015-03-22,82,"Good",60,80,16,1.5,55,41,"PM2.5","Cloudy","Overcast",26,19,0,2,22.5,7,71.437500,61,78,1015.004375,5.833333,0,14
2015-03-23,57,"Good",40,63,12,1,53,62,"NO2","Thundershower","Overcast",25,17,1,3,21,8,78.375000,53,94,1016.689167,7.666667,0,18
2015-03-24,29,"Excellent",17,28,7,1,33,57,"","Overcast","Overcast",23,17,0,2,20,6,73.583333,57,94,1020.305833,10,0,25
2015-03-25,47,"Excellent",32,47,8,0.9,41,46,"NO2","Overcast","Overcast",24,17,0,2,20.5,7,73.562500,64,94,1021.950833,8.125000,0,14
2015-03-26,34,"Excellent",24,34,4,0.9,40,25,"NO2","Overcast","Overcast",23,16,0,2,19.5,7,93.291667,83,100,1022.513333,4.604167,0,14
2015-03-27,45,"Excellent",22,33,7,1,37,39,"NO2","Overcast","Cloudy",23,18,0,2,20.5,5,81,65,94,1019.766875,4.187500,0,11
2015-03-28,60,"Good",43,63,13,1,52,106,"NO2","Cloudy","Cloudy",24,18,0,2,21,6,68.145833,51,83,1015.837708,6.541667,0,11
2015-03-29,73,"Good",48,65,14,1,53,127,"O3","Shower","Overcast",24,19,1,3,21.5,5,75.770833,61,88,1013.445417,7.458333,0,14
2015-03-30,52,"Good",33,55,12,0.9,46,91,"NO2","Thundershower","Thundershower",26,20,1,3,23,6,78.291667,62,88,1011.719375,9.416667,0,18
2015-03-31,43,"Excellent",25,43,9,0.8,38,48,"","Thundershower","Cloudy",25,22,1,3,23.5,3,76.458333,58,88,1010.554167,12.020833,0,22
2015-04-01,42,"Excellent",24,42,8,0.7,38,30,"","Cloudy","Overcast",26,22,0,2,24,4,80.291667,70,89,1008.786875,14.250000,4,25
2015-04-02,39,"Excellent",21,39,8,0.8,30,49,"","Overcast","Cloudy",28,23,0,2,25.5,5,75.958333,58,83,1004.357083,17.729167,11,29
2015-04-03,39,"Excellent",20,39,8,0.8,33,28,"","Cloudy","Cloudy",30,24,0,2,27,6,79.479167,70,83,1003.460833,16.250000,11,25
2015-04-04,33,"Excellent",17,33,7,0.7,26,59,"","Shower","Cloudy",29,24,1,3,26.5,5,74.520833,55,89,1005.958750,15.937500,7,25
2015-04-05,49,"Excellent",24,37,10,0.7,27,98,"","Cloudy","Cloudy",30,23,0,2,26.5,7,68.833333,43,89,1008.245000,11.770833,7,18
2015-04-06,83,"Good",33,56,16,0.9,43,139,"O3","Cloudy","Cloudy",30,21,0,2,25.5,9,66.604167,41,89,1008.868750,5.937500,0,11
2015-04-07,64,"Good",46,72,18,1.3,40,96,"PM2.5","Shower","Overcast",27,16,1,3,21.5,11,68.270833,51,83,1012.156458,18.5,4,36
2015-04-08,21,"Excellent",12,21,5,1.1,28,34,"","Overcast","Shower",19,15,1,3,17,4,78.083333,59,94,1018.124375,14.750000,4,25
2015-04-09,34,"Excellent",24,33,5,1,33,23,"","Overcast","Shower",17,13,1,3,15,4,85.541667,77,94,1017.065000,9.354167,0,14
2015-04-10,22,"Excellent",13,22,5,1.1,33,22,"","Light rain","Moderate rain",19,14,1,4,16.5,5,85.333333,77,94,1017.459583,11.270833,4,18
2015-04-11,34,"Excellent",24,29,5,1.1,38,19,"NO2","Moderate to heavy rain","Light rain",16,13,1,4,14.5,3,88.625000,82,100,1018.082917,5.166667,0,14
2015-04-12,57,"Good",41,60,14,1.4,43,94,"NO2","Cloudy","Cloudy",21,14,0,2,17.5,7,67.437500,42,94,1017.770417,9.250000,0,18
2015-04-13,89,"Good",61,100,16,1.5,61,147,"O3","Clear","Clear",26,13,0,1,19.5,13,57.270833,28,94,1017.437500,8.937500,0,25
2015-04-14,102,"Slightly polluted",32,67,12,0.8,44,162,"O3","Clear","Clear",25,12,0,1,18.5,13,37.812500,16,63,1016.377708,6,0,14
2015-04-15,136,"Slightly polluted",50,93,24,0.9,61,200,"O3","Clear","Clear",25,14,0,1,19.5,11,51.166667,28,82,1012.841875,9.604167,0,25
2015-04-16,170,"Medially polluted",55,95,23,1,63,235,"O3","Clear","Cloudy",29,15,0,2,22,14,57.625000,35,82,1012.114167,6.375000,0,14
2015-04-17,88,"Good",44,70,18,1,51,146,"O3","Cloudy","Cloudy",29,20,0,2,24.5,9,67.458333,45,88,1008.932083,12.770833,0,25
2015-04-18,54,"Good",31,58,15,0.9,42,63,"PM10","Cloudy","Overcast",29,23,0,2,26,6,77.875000,73,84,1006.394375,14.687500,7,22
2015-04-19,56,"Good",36,63,11,0.9,40,60,"PM10","Cloudy","Moderate rain",31,23,1,4,27,8,78.750000,62,89,1004.564167,14.625000,7,22
2015-04-20,42,"Excellent",27,42,11,1.1,40,41,"NO2","Heavy rain","Moderate rain",26,18,1,4,22,8,84.104167,74,100,1006.124792,14.041667,0,29
2015-04-21,55,"Good",22,33,10,1.2,31,106,"O3","Light rain","Cloudy",23,17,1,3,20,6,66.854167,51,83,1011.802500,15.687500,11,25
2015-04-22,69,"Good",35,51,10,1,39,123,"O3","Cloudy","Cloudy",28,18,0,2,23,10,55.708333,45,68,1015.024375,9.833333,4,18
2015-04-23,71,"Good",52,75,17,1.1,57,92,"NO2","Cloudy","Cloudy",28,20,0,2,24,8,68.750000,57,83,1016.377500,7.104167,0,14
2015-04-24,71,"Good",52,77,19,1.2,64,91,"NO2","Cloudy","Cloudy",28,20,0,2,24,8,75.583333,61,88,1015.523333,5.916667,0,18
2015-04-25,121,"Slightly polluted",92,117,27,1.5,78,97,"PM2.5","Shower","Overcast",28,21,1,3,24.5,7,77.833333,58,94,1014.213542,6.083333,0,18
2015-04-26,89,"Good",66,78,17,1.2,60,77,"PM2.5","Cloudy","Cloudy",28,21,0,2,24.5,7,91.750000,78,100,1014.090417,6.875000,4,11
2015-04-27,110,"Slightly polluted",59,83,21,1.2,59,171,"O3","Cloudy","Cloudy",28,21,0,2,24.5,7,76.541667,51,94,1011.553125,6,0,11
2015-04-28,93,"Good",40,63,17,1,45,152,"O3","Cloudy","Overcast",30,23,0,2,26.5,7,74.208333,52,94,1008.619375,8.312500,4,14
2015-04-29,99,"Good",49,75,18,1.1,57,159,"O3","Thundershower","Moderate rain",29,23,1,4,26,6,75.708333,55,94,1008.224167,6.604167,0,25
2015-04-30,89,"Good",43,63,12,1,50,147,"O3","Moderate rain","Overcast",27,23,1,4,25,4,76.395833,52,94,1008.077917,8.666667,0,18
2015-05-01,37,"Excellent",17,29,8,0.8,26,73,"","Cloudy","Thundershower",31,23,1,3,27,8,78.062500,58,94,1006.520000,15.812500,7,25
2015-05-02,28,"Excellent",15,28,9,0.8,26,51,"","Thundershower","Thundershower",30,23,1,3,26.5,7,81.916667,66,94,1005.897500,12.854167,0,29
2015-05-03,66,"Good",27,44,11,0.9,35,119,"O3","Overcast","Cloudy",30,24,0,2,27,6,84.375000,56,100,1006.499375,7.395833,0,32
2015-05-04,62,"Good",30,45,10,1,36,114,"O3","Cloudy","Thundershower",30,24,1,3,27,6,84.520833,63,100,1006.686042,8.645833,0,25
2015-05-05,37,"Excellent",23,32,8,1,36,73,"","Thundershower","Shower",31,25,1,3,28,6,89.520833,70,100,1005.625833,8.812500,0,36
2015-05-06,37,"Excellent",25,37,9,0.9,37,38,"","Overcast","Thundershower",31,25,1,3,28,6,89.520833,79,100,1004.960000,12.145833,4,36
2015-05-07,31,"Excellent",20,27,8,0.9,40,62,"NO2","Thundershower","Thundershower",29,23,1,3,26,6,90.458333,74,100,1006.978333,8.166667,0,18
2015-05-08,36,"Excellent",19,36,12,0.8,35,30,"","Thundershower","Rainstorm",31,23,1,4,27,8,86.5,74,94,1005.251667,8.645833,0,18
2015-05-09,39,"Excellent",25,39,13,0.9,42,36,"NO2","Heavy rain","Moderate to heavy rain",29,23,1,4,26,6,93.729167,84,100,1005.814167,7.812500,0,22
2015-05-10,46,"Excellent",28,44,17,1,44,91,"NO2","Thundershower","Thundershower",29,23,1,3,26,6,84.916667,66,100,1007.102917,7.562500,0,18
2015-05-11,37,"Excellent",23,37,13,0.8,42,63,"NO2","Heavy rain","Light rain",29,20,1,4,24.5,9,89.145833,73,100,1007.602083,10.208333,0,25
2015-05-12,75,"Good",17,40,11,0.7,40,130,"O3","Cloudy","Cloudy",29,21,0,2,25,8,60.354167,40,83,1010.908333,9.833333,0,25
2015-05-13,61,"Good",37,72,21,0.9,66,99,"NO2","Cloudy","Overcast",29,22,0,2,25.5,7,75.104167,61,94,1009.139583,9.541667,4,22
2015-05-14,40,"Excellent",22,39,14,0.6,34,80,"","Thundershower","Overcast",30,24,1,3,27,6,78.791667,52,94,1008.660625,12.729167,4,22
2015-05-15,34,"Excellent",16,32,13,0.5,28,68,"","Thundershower","Overcast",32,25,1,3,28.5,7,74.687500,59,89,1007.870417,13.583333,4,25
2015-05-16,33,"Excellent",21,30,10,0.8,50,66,"NO2","Thundershower","Thundershower",31,23,1,3,27,8,91.958333,74,100,1007.539375,6.729167,0,22
2015-05-17,42,"Excellent",30,39,14,0.9,52,42,"NO2","Heavy rain","Moderate rain",28,24,1,4,26,4,93.895833,84,100,1005.397500,6.979167,0,22
2015-05-18,40,"Excellent",21,37,15,0.8,39,79,"","Moderate rain","Thundershower",29,24,1,4,26.5,5,85.104167,66,100,1004.439167,11.416667,0,25
2015-05-19,41,"Excellent",22,41,13,0.7,34,81,"","Thundershower","Thundershower",32,24,1,3,28,8,83.208333,66,94,1003.356875,11.770833,4,25
2015-05-20,32,"Excellent",22,32,13,0.7,41,35,"NO2","Rainstorm","Rainstorm",30,23,1,4,26.5,7,94.833333,84,100,1003.814167,8.479167,0,18
2015-05-21,33,"Excellent",23,30,11,0.8,46,35,"NO2","Heavy rain","Shower",27,22,1,4,24.5,5,97.875000,94,100,1005.397500,6.541667,0,14
2015-05-22,49,"Excellent",34,45,12,0.9,47,41,"NO2","Heavy rain","Rainstorm",26,22,1,4,24,4,96.250000,94,100,1006.022500,8.312500,4,11
2015-05-23,44,"Excellent",31,44,12,1,50,17,"NO2","Heavy rain","Shower",26,22,1,4,24,4,98,94,100,1003.418333,5.937500,0,25
2015-05-24,67,"Good",49,61,17,1.4,76,32,"NO2","Shower","Cloudy",28,24,1,3,26,4,96.354167,89,100,1003.689167,2.229167,0,11
2015-05-25,99,"Good",70,87,17,1.3,67,159,"O3","Shower","Thundershower",29,24,1,3,26.5,5,92.666667,70,100,1004.023125,5.770833,0,18
2015-05-26,45,"Excellent",27,45,13,0.8,47,57,"NO2","Thundershower","Thundershower",32,24,1,3,28,8,96.458333,84,100,1005.085000,6.895833,0,22
2015-05-27,46,"Excellent",26,46,11,0.7,39,91,"","Thundershower","Cloudy",32,26,1,3,29,6,87.187500,63,100,1003.545208,10.062500,0,18
2015-05-28,61,"Good",25,45,10,0.7,32,113,"O3","Cloudy","Cloudy",33,28,0,2,30.5,5,79.083333,59,94,1001.796875,11.083333,4,18
2015-05-29,64,"Good",26,47,10,0.6,30,117,"O3","Shower","Cloudy",33,26,1,3,29.5,7,76.041667,56,89,1002.732917,11.458333,4,18
2015-05-30,57,"Good",24,42,9,0.7,38,108,"","Thundershower","Thundershower",32,26,1,3,29,6,84,63,100,1004.480833,9.375000,0,25
2015-05-31,43,"Excellent",30,41,12,0.9,53,37,"NO2","Thundershower","Thundershower",32,26,1,3,29,6,94.875000,79,100,1005.105833,7.833333,0,32
2015-06-01,44,"Excellent",26,44,11,0.9,48,33,"NO2","Thundershower","Shower",32,25,1,3,28.5,7,93.270833,74,100,1004.960000,8.270833,4,18
2015-06-02,34,"Excellent",18,33,9,0.6,33,68,"","Cloudy","Cloudy",34,27,0,2,30.5,7,86,63,100,1005.897500,9.291667,0,22
2015-06-03,50,"Excellent",18,34,11,0.6,30,99,"","Cloudy","Cloudy",34,27,0,2,30.5,7,75.895833,53,94,1006.707917,11.333333,0,18
2015-06-04,55,"Good",21,38,11,0.6,35,106,"O3","Thundershower","Thundershower",35,26,1,3,30.5,9,79.083333,59,89,1005.897500,9.333333,0,32
2015-06-05,39,"Excellent",23,39,11,0.8,42,62,"NO2","Thundershower","Thundershower",33,26,1,3,29.5,7,90.291667,70,100,1004.689167,7.104167,0,18
2015-06-06,63,"Good",34,48,11,0.9,59,116,"NO2","Thundershower","Thundershower",33,26,1,3,29.5,7,88.750000,63,100,1005.064167,7.166667,0,29
2015-06-07,36,"Excellent",16,31,9,0.8,30,71,"","Cloudy","Cloudy",34,26,0,2,30,8,80.958333,62,100,1005.564167,9.479167,0,22
2015-06-08,44,"Excellent",18,32,10,1.1,27,88,"","Thundershower","Cloudy",34,26,1,3,30,8,75.583333,53,94,1004.751667,13.354167,4,22
2015-06-09,47,"Excellent",19,34,14,0.7,26,93,"","Thundershower","Thundershower",34,27,1,3,30.5,7,79.375000,59,100,1003.836458,13.854167,4,25
2015-06-10,36,"Excellent",21,36,11,0.7,35,65,"","Thundershower","Thundershower",34,26,1,3,30,8,90.812500,63,100,1004.147500,9.458333,0,29
2015-06-11,37,"Excellent",21,35,10,0.8,35,73,"","Thundershower","Thundershower",33,26,1,3,29.5,7,88.062500,67,100,1005.314167,7.145833,0,22
2015-06-12,49,"Excellent",27,45,10,0.9,48,98,"NO2","Thundershower","Cloudy",34,26,1,3,30,8,91.958333,66,100,1006.105625,7.479167,0,36
2015-06-13,47,"Excellent",26,47,13,0.9,39,85,"","Thundershower","Cloudy",34,26,1,3,30,8,85.729167,59,100,1004.876667,7.916667,0,18
2015-06-14,31,"Excellent",18,31,10,0.7,28,59,"","Thundershower","Cloudy",34,27,1,3,30.5,7,81.916667,63,100,1005.105833,9.270833,0,18
2015-06-15,51,"Good",18,31,12,0.7,31,101,"O3","Cloudy","Cloudy",34,26,0,2,30,8,82.333333,59,94,1006.542292,8.291667,0,47
2015-06-16,54,"Good",23,41,13,0.8,32,105,"","Cloudy","Clear",35,26,0,2,30.5,9,78.333333,56,100,1005.355833,8.291667,0,22
2015-06-17,58,"Good",20,36,13,0.7,26,109,"O3","Clear","Clear",36,27,0,1,31.5,9,71.041667,53,89,1002.755208,10.562500,0,18
2015-06-18,84,"Good",21,40,11,0.7,29,141,"O3","Clear","Clear",36,28,0,1,32,8,69.604167,49,89,1002.192292,10.395833,4,18
2015-06-19,73,"Good",18,34,11,0.7,24,127,"O3","Clear","Clear",36,28,0,1,32,8,67.708333,47,84,1003.085833,9.145833,4,14
2015-06-20,55,"Good",18,35,15,0.7,26,106,"O3","Cloudy","Cloudy",34,28,0,2,31,6,69.791667,56,89,1003.710417,7.562500,4,18
2015-06-21,43,"Excellent",18,31,11,0.7,26,85,"","Thundershower","Cloudy",35,27,1,3,31,8,80.250000,56,94,1002.982083,8.479167,0,18
